original_uri,author,text,uri
at://did:plc:atvnvkmpkr3szyzr25bd63uh/app.bsky.feed.post/3m5gakgkp522k,alimack13.bsky.social,"#speirgorm and who says it's going to affect businesses in a good way? It could, maybe, but there is too much hype and promise of being a way to salvation and businesses need to adopt responsibly (if at all) after very careful consideration. It takes time to consider.",at://did:plc:atvnvkmpkr3szyzr25bd63uh/app.bsky.feed.post/3m5gakgkp522k
at://did:plc:dnvpi77gppcosuglhn7nngk3/app.bsky.feed.post/3m5g7pzmkgk2a,eslsys.bsky.social,Spot on  @bjennings90.bsky.social  in the @theguardian.com   #SpeirGorm,at://did:plc:dnvpi77gppcosuglhn7nngk3/app.bsky.feed.post/3m5g7pzmkgk2a
at://did:plc:ek6kvqen34uiu3ctdfyutjcw/app.bsky.feed.post/3m5g5mzucgc2a,orlaegan1.bsky.social,"The Irish Presidents over past 35 years: President Catherine Connolly with her predecessors Mary Robinson,  Mary McAleese and Michael D Higgins #SpéirGorm",at://did:plc:ek6kvqen34uiu3ctdfyutjcw/app.bsky.feed.post/3m5g5mzucgc2a
at://did:plc:uikhh4ytkn7hivripzltye7z/app.bsky.feed.post/3m5g4snp2ls2k,beebsymca.bsky.social,"I'm all for this post because the Twitter one was such a classic but the OP and replies are SO BlueSky; all thoughtful analysis and clarification.

Maybe it's because #Speirgorm isn't awake yet 😂",at://did:plc:uikhh4ytkn7hivripzltye7z/app.bsky.feed.post/3m5g4snp2ls2k
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5fzqjseos24,rdisc0mb0bulate.bsky.social,"I actually slept! All night! 

‘‘Tis a Christmas miracle! 

#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5fzqjseos24
at://did:plc:lcczgcqfsgyocligu3ukzexx/app.bsky.feed.post/3m5fnjzlqi223,squeefulraven.bsky.social,"Massive thanks to @domhnaill061.bsky.social for the heads up, aurora on view at the minute, not a great view from where we are, but it’s still beautiful to see 🥰

#Aurora #SpéirGorm #SpeirGorm #SpeirGorm #Rare #RareSight #Ireland #Nature #Sky #Beautiful #NoFilter #IPhone #Munster #CountyLimerick",at://did:plc:lcczgcqfsgyocligu3ukzexx/app.bsky.feed.post/3m5fnjzlqi223
at://did:plc:jetcomelzrjjt7hb2lpvira6/app.bsky.feed.post/3m5fltwvjz22v,domhnaill061.bsky.social,"I doubt many are up but if you are, go outside #speirgorm",at://did:plc:jetcomelzrjjt7hb2lpvira6/app.bsky.feed.post/3m5fltwvjz22v
at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m5fk44qbrs2j,jenniferomeara5.bsky.social,"I'm rewatching some of today's footage and I could swing for Peadar Tóibín (a regular occurrence tbf). He's on RTE News claiming that he shares lots of common ground with President Connolly yet he happily admitted to spoiling his vote. That fella had  some neck to show up today. 
#SpeirGorm",at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m5fk44qbrs2j
at://did:plc:k37qbsu7vms4fcu6wszzuu3l/app.bsky.feed.post/3m5fgddx7p226,alanmacseain.bsky.social,"My daughter's latest oil painting. ""Tlachtga"", druidess of The Hill of Ward. Prints available.

www.instagram.com/p/DQ7qWxWDLn2

#speirgorm",at://did:plc:k37qbsu7vms4fcu6wszzuu3l/app.bsky.feed.post/3m5fgddx7p226
at://did:plc:cfoygrx4clhglmhy6ted7su2/app.bsky.feed.post/3m5fd2kdbds2n,stivvers.bsky.social,"#seafóid1044 11 Samhain
🟩🟩🟩🟩🟩
⬜⬛🟩⬛🟩
⬜🟩🟩⬜🟩
🟩⬛🟩⬛🟩
🟩⬜🟩⬜🟩
Teip ann inniu 😭

#Gaeilge #Cluichí #Seafóid #speirgorm 

seafóid.com - seafoid.com",at://did:plc:cfoygrx4clhglmhy6ted7su2/app.bsky.feed.post/3m5fd2kdbds2n
at://did:plc:zdxzpya4k5b4dguidkh3zajh/app.bsky.feed.post/3m5fagqllrs2w,gardeningwell.ie,These are our 3 previous and current presidents. Who you elect says a lot about you .  Be careful who you elect.   We are. We proud to have these people represent us #speirgorm,at://did:plc:zdxzpya4k5b4dguidkh3zajh/app.bsky.feed.post/3m5fagqllrs2w
at://did:plc:wpvwcjuhrpr5tjnhy3vp24ly/app.bsky.feed.post/3m5f7rgddx22x,fhayesmccoy.bsky.social,"Okay, I lied about the grand piano, but it was some night.

Massive thanks to Sally of Banner Books, Ennistymon, to Lily, and all who came.

And love and thanks to @roisinm.bsky.social  x

#spéirgorm #booksky #writincommunity #arscáthachéileamhairimíd #shoplocal #choosebooks",at://did:plc:wpvwcjuhrpr5tjnhy3vp24ly/app.bsky.feed.post/3m5f7rgddx22x
at://did:plc:wpvwcjuhrpr5tjnhy3vp24ly/app.bsky.feed.post/3m5f7qkpuhk2x,fhayesmccoy.bsky.social,"There was craic and there was cake

#spéirgorm #booksky #Irish #writing",at://did:plc:wpvwcjuhrpr5tjnhy3vp24ly/app.bsky.feed.post/3m5f7qkpuhk2x
at://did:plc:nigs7kco6eoaxc5aiimsaxc3/app.bsky.feed.post/3m5f46t4jf226,helendublin.bsky.social,I'm Pro-abortion and pro choice. How the fuck are people meant to have families #speirgorm #housingcrisis,at://did:plc:nigs7kco6eoaxc5aiimsaxc3/app.bsky.feed.post/3m5f46t4jf226
at://did:plc:wf5grp4urwhotfzikjnxdurs/app.bsky.feed.post/3m5eyoutcos2b,carriegrif.bsky.social,"As an Irishwoman I'm so proud and moved that we as people value hard work, integrity, female resilience, compassion, bravery, and intelligence & that we've positioned those qualities centrally in our nation. Catherine abú. Thar a bheith bródiúil. #spéirgorm #uachtaránnahéireann",at://did:plc:wf5grp4urwhotfzikjnxdurs/app.bsky.feed.post/3m5eyoutcos2b
at://did:plc:nigs7kco6eoaxc5aiimsaxc3/app.bsky.feed.post/3m5exclneh226,helendublin.bsky.social,Makes me so angry #speirgorm,at://did:plc:nigs7kco6eoaxc5aiimsaxc3/app.bsky.feed.post/3m5exclneh226
at://did:plc:hsami2xqnyvluahikcz2u6ca/app.bsky.feed.post/3m5evrxsql22z,beatingblog.bsky.social,So who's at this shindig at Dublin Castle tonight then? Anyone really famous like? Would they invite celebrities to that or just politicians? Miggeldy's one was so long ago I've forgotten. Surely we can rustle up a few A listers? #aras25 #speirgorm,at://did:plc:hsami2xqnyvluahikcz2u6ca/app.bsky.feed.post/3m5evrxsql22z
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5etkiux6s2f,rdisc0mb0bulate.bsky.social,#SpeirGorm,at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5etkiux6s2f
at://did:plc:jkgqy6z3shq6puqnt3t4g2to/app.bsky.feed.post/3m5et25cwbs2n,thenpw.bsky.social,Can we take a moment for this absolute icon too! ❤️ #Speirgorm,at://did:plc:jkgqy6z3shq6puqnt3t4g2to/app.bsky.feed.post/3m5et25cwbs2n
at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m5esvivmqk2q,drmarymcauliffe.bsky.social,"To cap a very lovely (despite the weather) day, it’s great to be at the launch of Owen o’Shea’s book ‘From Bullets to Ballots; politics and electioneering in post civil war Kerry, 1923-1933’. Available from @ucdpress.bsky.social 👇🏼#spèirghorm #speirgorm 

www.ucdpress.ie/page/detail/...",at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m5esvivmqk2q
at://did:plc:jhndv2ueuu77qaiw5ivjkhx7/app.bsky.feed.post/3m5esn7z67o2p,despod.bsky.social,"Lots of important emergency status information posted today by Irish Rail and Cork City Council (for example) but unavailable to those who don't use X.

#Speirgorm",at://did:plc:jhndv2ueuu77qaiw5ivjkhx7/app.bsky.feed.post/3m5esn7z67o2p
at://did:plc:63mlf5ayqa3qbmgddw4d4zsu/app.bsky.feed.post/3m5era6bpos2o,sullydaysleeper.bsky.social,This is such a great idea but it's also really sad to think that some parents are so poor they cannot afford Santa. Feel really really sad for all the children in Ireland who will be living in emergency accommodation this Christmas #Speirgorm #SpeirGorm #HousingCrisis,at://did:plc:63mlf5ayqa3qbmgddw4d4zsu/app.bsky.feed.post/3m5era6bpos2o
at://did:plc:qywcmx577hlrhttfeurxgqp4/app.bsky.feed.post/3m5epuns5hx2m,thriveabetes.bsky.social,"📣 Can you help two @Stripe_YSTE students with a diabetes project?

Donnacha & Dylan from CBS Mullingar are building DiaCare+, a new app to support people living with diabetes.

#SpeirGorm #IREDOC #Diabetes #Ireland #ScienceWeek #Type1Diabetes #T1D #LADA",at://did:plc:qywcmx577hlrhttfeurxgqp4/app.bsky.feed.post/3m5epuns5hx2m
at://did:plc:sp6yooz77ckr32j7dqxjt5fr/app.bsky.feed.post/3m5epg2l3ts26,geraldineishere.bsky.social,"Oh wow, watching @virginmedianews.bsky.social & the auto generated subtitles for the Presidential oath as Gaeilge are *not good* 😬",at://did:plc:sp6yooz77ckr32j7dqxjt5fr/app.bsky.feed.post/3m5epg2l3ts26
at://did:plc:vmvfjiq64l4zjxj6omfqalwm/app.bsky.feed.post/3m5ep7yfb322a,cormacos.bsky.social,"Taking a moment to appreciate the Presidential Chair.

Commissioned back in 2011 by @opwireland.bsky.social from John Lee, based in Co. Meath.

She's a thing of beauty.
#speirgorm #áras2025",at://did:plc:vmvfjiq64l4zjxj6omfqalwm/app.bsky.feed.post/3m5ep7yfb322a
at://did:plc:33vlabr5n5naktrl6xgyopoc/app.bsky.feed.post/3m5emop6w4k2e,nigellicus.bsky.social,Hoisting his own pet árd. #speirgorm,at://did:plc:33vlabr5n5naktrl6xgyopoc/app.bsky.feed.post/3m5emop6w4k2e
at://did:plc:b5yxc2nhcgrbtu3twvlg3i7a/app.bsky.feed.post/3m5el52a3ic2f,siobhanmcelduff.bsky.social,"I present to you the greatest show about the Romans trying to invade Ireland filmed in New Zealand. There are some Brad Pitt levels of accent work displayed.

#spéirghorm ##speirgorm",at://did:plc:b5yxc2nhcgrbtu3twvlg3i7a/app.bsky.feed.post/3m5el52a3ic2f
at://did:plc:aozsf6n4ii7kftvlsr2yvfhq/app.bsky.feed.post/3m5efcrazck2d,orla-hegarty.bsky.social,Waiting for the Christmas tree.. #Miggeldy #Speirgorm #Aras25,at://did:plc:aozsf6n4ii7kftvlsr2yvfhq/app.bsky.feed.post/3m5efcrazck2d
at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5ecwktpsk2d,sharrow.bsky.social,#Aras25 #speirgorm #MyPresident,at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5ecwktpsk2d
at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m5ebxfqubk2v,jenniferomeara5.bsky.social,"Don't be fooled by Catherine Connolly's choice of colour today. She's no shrinking violet.
#SpeirGorm",at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m5ebxfqubk2v
at://did:plc:ek6kvqen34uiu3ctdfyutjcw/app.bsky.feed.post/3m5eb64u7ok2q,orlaegan1.bsky.social,"Enjoyed watching the inauguration of Irish President Catherine Connolly.  Strong defence of Irish neutrality, while standing next to the Taoiseach and Tánaiste who want to undermine it. 
A highlight was seeing her husband Brian make sure she didn't leave her glasses behind! #Áras25 #SpéirGorm",at://did:plc:ek6kvqen34uiu3ctdfyutjcw/app.bsky.feed.post/3m5eb64u7ok2q
at://did:plc:oxfmnceakuxgdwuydnnctski/app.bsky.feed.post/3m5eb3s2ly22t,amynim.bsky.social,"Some days I'm incredibly proud of this little country. Deeply moving ceremony, full on sobbed during Amhrán na bhFiann. A great day. #Áras25 #Aras25 #SpeirGorm",at://did:plc:oxfmnceakuxgdwuydnnctski/app.bsky.feed.post/3m5eb3s2ly22t
at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m5ealye54c2s,rogerokeeffe.bsky.social,"Two reservists needed to make up the numbers for the motorcycle escort, a duty they will be proud to perform. 

In my day the whole route through the city was lined by entire FCA units as well as Regulars.

#Áras25 #speirgorm",at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m5ealye54c2s
at://did:plc:hsami2xqnyvluahikcz2u6ca/app.bsky.feed.post/3m5eakouawc22,beatingblog.bsky.social,"That Army No 1 Band put the heart crossways in me when President Connolly was being signed in, I'll tell you that for nothing! Was an almighty trumpet out of the blue really necessary? #speirgorm",at://did:plc:hsami2xqnyvluahikcz2u6ca/app.bsky.feed.post/3m5eakouawc22
at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m5e7sjkbtc2z,jenniferomeara5.bsky.social,"Does anyone else think we've just seen a far more assertive and firm Catherine Connolly in that speech? I'm here for it.
#SpeirGorm",at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m5e7sjkbtc2z
at://did:plc:pdendcplixw4gxmn7ubv3dnd/app.bsky.feed.post/3m5e6xllr7c26,meltyshirts.com,Gwan Catherine! Let's Go!,at://did:plc:pdendcplixw4gxmn7ubv3dnd/app.bsky.feed.post/3m5e6xllr7c26
at://did:plc:vo3c5x2szy6wq4xc3dlemv7f/app.bsky.feed.post/3m5e6eo2jw223,cathyby.bsky.social,"Thread: inauguration of Catherine Connolly as tenth president of Ireland. 

#SpeirGorm #SpéirGorm",at://did:plc:vo3c5x2szy6wq4xc3dlemv7f/app.bsky.feed.post/3m5e6eo2jw223
at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m5e67qefe22s,rogerokeeffe.bsky.social,"Housing. She isn't wasting time before getting stuck in!

#Áras25 #speirgorm",at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m5e67qefe22s
at://did:plc:dyx2nesmuuoq2nga6pyqx2lh/app.bsky.feed.post/3m5e5nh7bas2z,oreilly1.bsky.social,"Bertie would have mangled the declaration...
#aras25
#speirgorm",at://did:plc:dyx2nesmuuoq2nga6pyqx2lh/app.bsky.feed.post/3m5e5nh7bas2z
at://did:plc:um2urgwzbwn56p742s6zwivq/app.bsky.feed.post/3m5e4mzsp7k22,drdeclankavanagh.bsky.social,Very happy that Catherine Connolly is just about to be inaugurated as the tenth president of Ireland #Spéirgorm,at://did:plc:um2urgwzbwn56p742s6zwivq/app.bsky.feed.post/3m5e4mzsp7k22
at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5e3xr22ss2d,cjamcmahon.bsky.social,"this is a feature of Ireland having an excruciatingly centralised system of government. Not only is there effectively zero power in local authorities, but central government is concentrated in the executive. Let's face it, the Dáil just guillotines whatever MM says it should #speirgorm #aras25",at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5e3xr22ss2d
at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5e3qccxnc2d,cjamcmahon.bsky.social,"despite incessant bleating of pol scientists that 'the President can't do that', it seems that the electorate do prefer candidates who are willing to push the boundaries of the role, just a little bit. Higgins, frankly, had the govt scared every time he spoke #aras25 #speirgorm",at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5e3qccxnc2d
at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5e3qbwzsk2d,cjamcmahon.bsky.social,Two things strike me over the last 30 years of #aras25 races: a) we are consistently electing lefty/progressive presidents while sticking with conservative governments. #speirgorm,at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5e3qbwzsk2d
at://did:plc:wpvwcjuhrpr5tjnhy3vp24ly/app.bsky.feed.post/3m5dzuxx5xc2w,fhayesmccoy.bsky.social,"Just dropped by to check. It's a concert grand. I said you'd tune it.

#Spéirgorm #booksky",at://did:plc:wpvwcjuhrpr5tjnhy3vp24ly/app.bsky.feed.post/3m5dzuxx5xc2w
at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5dytniuws2r,cjamcmahon.bsky.social,"We are pretty unusal afaik to have the combination of a largely ceremonial yet directly-elected President. Add in the usual 7+7 year terms, and you get a constitutional monarchy in all but name. The entire election campaign has become a discourse entirely centred character 
 #speirgorm #aras25",at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5dytniuws2r
at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5dycvucvc2r,cjamcmahon.bsky.social,"It would have been facile for some continental princeling to be installed as the 'old man in the Park', do the needful, sign whatever was put in front of him and otherwise not embarrass the government of the day. The history of the 'republic' would have been otherwise effectively the same #speirgorm",at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5dycvucvc2r
at://did:plc:xwjlw3ygmqlbr5igkokbkzfn/app.bsky.feed.post/3m5dy6jlgec2q,oisinmcgann.bsky.social,"We need an Irish word for when there are weather warnings for the country, and your county is not included in them, but you get the weather anyway.

#SpeirGorm #OhGreatMoreRain",at://did:plc:xwjlw3ygmqlbr5igkokbkzfn/app.bsky.feed.post/3m5dy6jlgec2q
at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5dy5fsdrs2r,cjamcmahon.bsky.social,"Think how things might have been different -  no effort has been made to remove the trappings of the British Empire from Dublin Castle. It has been meticulously restored. No one thought to raze the place to the ground given all it represents, and everything that happened therein #speirgorm #aras25",at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5dy5fsdrs2r
at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5dxw2ezes2r,cjamcmahon.bsky.social,I don't think it's controversial to suggest that the way that Ireland has developed a particular culture around the Presidency doesn't exactly look particularly republican. We would have handled a constitutional monarchy just fine #aras25 #speirgorm,at://did:plc:5lalgxnyfxas34qyb3u4dp4u/app.bsky.feed.post/3m5dxw2ezes2r
at://did:plc:ek6kvqen34uiu3ctdfyutjcw/app.bsky.feed.post/3m5dvetkpzc2a,orlaegan1.bsky.social,"#SpeirGorm 
Do we have a # for Inauguration (oirnithe) of Catherine Connolly as 10th President of Ireland today??? 
Stormy wet day in Cork, so happy to be sitting on my red couch, all set to watch it all on RTE",at://did:plc:ek6kvqen34uiu3ctdfyutjcw/app.bsky.feed.post/3m5dvetkpzc2a
at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m5duthbkd22p,drmarymcauliffe.bsky.social,One of my fav occasions of the Decade of Centenaries wasthe 2014 commemoration of the founding of Cumann na mBan at Glasnevin. President Michael D gave a wonderful speech paying tribute to the women & I was the respondent as Pres of the @whaireland.bsky.social #speirgorm president.ie/en/media-lib...,at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m5duthbkd22p
at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m5dszsudmc2n,drmarymcauliffe.bsky.social,"It was lovely to be outside Dublin castle this morning watching the preparations, doing a small segment on morning Ireland on the inauguration of President elect Catherine Connolly. The rain even held off for a few minutes. It’s a historic moment -the 10th President and 3rd woman. #speirgorm #aras25",at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m5dszsudmc2n
at://did:plc:b25fw5q6tr2faqdy52du276g/app.bsky.feed.post/3m5dsrbiqr22g,gildedalm.com,"✨
BAXTER DURY

⚪️
LIVE in IRELAND 
this week 🇮🇪

🟢
11 Nov Belfast
Mandela Hall

🔵
12 Nov Dublin
Vicar Street

🟠
get in early to see
JOSHUA IDEHEN

🔴
~ Allbarone ~ 
out now
@heavenlyrecordings.bsky.social 
ʟɪꜱᴛᴇɴ
spotify.link/mvCg0n2IWXb

🟡
#BaxterDury
#IrishBluesky #musicsky #speirgorm #music",at://did:plc:b25fw5q6tr2faqdy52du276g/app.bsky.feed.post/3m5dsrbiqr22g
at://did:plc:ebd2ccgsnkfj4mqhbfklbizw/app.bsky.feed.post/3m5dqgyquoc2e,alannahr.bsky.social,"Rampant capitalism in Ireland.
#Spéirgorm 
share.google/j4wIJi2ChCGi...",at://did:plc:ebd2ccgsnkfj4mqhbfklbizw/app.bsky.feed.post/3m5dqgyquoc2e
at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5dkefixis2w,ainekeenan.bsky.social,"Truly I tell you, he said,
unless you turn and
become like little children,
you will never enter
the kingdom of heaven.

Matthew, 1st century

#Photography #Wisdom #Poetry #SpeirGorm #StreetPhotography #Children #Wedding #Nepal #ImageAndVerse #ArtOfBlueSky #PhotographersOfBlueSky #EastCoastKin",at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5dkefixis2w
at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m5cunzz6r22h,jenniferomeara5.bsky.social,"#ThankYouMichaelD
#SpeirGorm",at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m5cunzz6r22h
at://did:plc:kub3mhx6yyvqisdddrnvq2zw/app.bsky.feed.post/3m5crgn2uhc23,powersflowers.bsky.social,"If you’re still up and have a clear sky to the east it’s worth paying your respects to the Moon (it’s a capital M moon tonight), Jupiter and Gemini. All within the width of a hand held at arm’s length. 

#speirgorm
#spéirghorm",at://did:plc:kub3mhx6yyvqisdddrnvq2zw/app.bsky.feed.post/3m5crgn2uhc23
at://did:plc:4gkhunopukop6ugvlessqyvx/app.bsky.feed.post/3m5cmc6asf225,chendirl.bsky.social,Am very much looking forward to speaking @tlrhub.bsky.social @tcddublin.bsky.social Wed 26 Nov at 1pm GMT - HYBRID event.  Topic - The Long Goodbye: Hidden Histories of Baby Loss & Parental Bereavement in 20th century Ireland #MedHums #HistMed #Speirgorm #Skystorians #Midwifery tinyurl.com/2s3cwn9u,at://did:plc:4gkhunopukop6ugvlessqyvx/app.bsky.feed.post/3m5cmc6asf225
at://did:plc:lcczgcqfsgyocligu3ukzexx/app.bsky.feed.post/3m5ch7z3lb22f,squeefulraven.bsky.social,"Settling in to watch the new Frankenstein 2025 Del Toro movie, I’m hearing good things and from the clips I’ve seen, it looks delicious, let’s be having yuh!! 

#Frankenstein2025 #Frankenstein #SpéirGorm #SpeirGorm #Movie #Netflix  #DelToro #Horror #Fun #EyeCandy",at://did:plc:lcczgcqfsgyocligu3ukzexx/app.bsky.feed.post/3m5ch7z3lb22f
at://did:plc:33vlabr5n5naktrl6xgyopoc/app.bsky.feed.post/3m5cgjac36c2w,nigellicus.bsky.social,I bet the dogs feckin LOOOOOOVE that park. #speirgorm,at://did:plc:33vlabr5n5naktrl6xgyopoc/app.bsky.feed.post/3m5cgjac36c2w
at://did:plc:cfoygrx4clhglmhy6ted7su2/app.bsky.feed.post/3m5cdezh3kk23,stivvers.bsky.social,"#seafóid1043 10 Samhain
🟩🟩🟩🟩🟩
🟩⬛🟩⬛🟩
🟩🟩🟩🟩🟩
🟩⬛🟩⬛🟩
🟩🟩🟩🟩🟩
Réalta ar bith inniu 😅
Sraith trí lá 🔥 

#Gaeilge #Cluichí #Seafóid #speirgorm 

seafóid.com - seafoid.com",at://did:plc:cfoygrx4clhglmhy6ted7su2/app.bsky.feed.post/3m5cdezh3kk23
at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m5cd3kft2k2j,321kieran.bsky.social,"What songs jump out to YOU?
🚨All the great songs on the #NovaGuestlist: including a #Pebbledash review, #AnamoeDrive chats, + 1st plays for @affectiontorent.bsky.social & #TheScratch;☘️
📻Listen back now on www.nova.ie/radio-schedu... or 6pm Sundays on @radionova100.bsky.social! #Speirgorm",at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m5cd3kft2k2j
at://did:plc:jhndv2ueuu77qaiw5ivjkhx7/app.bsky.feed.post/3m5ccbv2gi62b,despod.bsky.social,"Is it really the case that people can be in a court room , impugn the judge, shout down everyone else and the sole sanction is being shown the door ?

Why isn't everyone at it ?

#Speirgorm",at://did:plc:jhndv2ueuu77qaiw5ivjkhx7/app.bsky.feed.post/3m5ccbv2gi62b
at://did:plc:b7xzcpmgtzognluekh27dffl/app.bsky.feed.post/3m5cc4ybgqs2z,orlanimh.bsky.social,"What an eventful day! Unbearable pain, thought I would need an ambulance. Thankfully, I was able to see a nurse (thinking bad kidney infection). Saw nurse, then Dr, and turns out it's likely a kidney stone 😭 I'm hoping that pain was the worst of it and don't get another!  #SpeirGorm",at://did:plc:b7xzcpmgtzognluekh27dffl/app.bsky.feed.post/3m5cc4ybgqs2z
at://did:plc:5zkivnf3bil5jakqybcuupx2/app.bsky.feed.post/3m5c7y7ldw22j,sopranovox.bsky.social,OK #speirgorm does Connelly have dogs or not?!,at://did:plc:5zkivnf3bil5jakqybcuupx2/app.bsky.feed.post/3m5c7y7ldw22j
at://did:plc:wk4vbtn77njhk4mlohgewj2m/app.bsky.feed.post/3m5c7l3wm6s2k,caroleducky.bsky.social,"6 p.m. on day 1 of @rteradio1.bsky.social’s new schedule - @drivetime.bsky.social 
ends & a sports programme begins. *Switches station*. 

I can’t be the only one who wants a news programme on the drive home. (More than enough bloody sport at w/e). 

#SpeirGorm",at://did:plc:wk4vbtn77njhk4mlohgewj2m/app.bsky.feed.post/3m5c7l3wm6s2k
at://did:plc:hsami2xqnyvluahikcz2u6ca/app.bsky.feed.post/3m5c4whnjxk27,beatingblog.bsky.social,"Lads I can't watch the coverage of Michael D leaving, I just can't! I've half seen snippets on social media of him and his dogs and his last speech etc and I just turn it off, I can't, my heart is broken!! I just love him so much #speirgorm",at://did:plc:hsami2xqnyvluahikcz2u6ca/app.bsky.feed.post/3m5c4whnjxk27
at://did:plc:2megf4wm4zbyel5soyu7u7xk/app.bsky.feed.post/3m5c2ojc3pc2k,nigelmonaghan-nh.bsky.social,It’s great to live in a country where your president gets an informal public guard of honor of Bernese Mountain dogs and their owners as he travels out of the official residence for his last day in office. #SpeirGorm he is so popular he appears in children’s books and even as a tea cosy,at://did:plc:2megf4wm4zbyel5soyu7u7xk/app.bsky.feed.post/3m5c2ojc3pc2k
at://did:plc:nigs7kco6eoaxc5aiimsaxc3/app.bsky.feed.post/3m5bz6bslf222,helendublin.bsky.social,"#speirgorm about time attacks like these were called misogynistic, should be a hate crime. She will suffer so badly now. And only 9yrs",at://did:plc:nigs7kco6eoaxc5aiimsaxc3/app.bsky.feed.post/3m5bz6bslf222
at://did:plc:bjovrbtmnlckoh6vaalnqjzi/app.bsky.feed.post/3m5byidmt5s2b,lisagrimm.com,"New Weirdo Dublin Pub posts usually go up on Wed/Thur, but this week, we had to do it today.

#SpeirGorm

www.weirdodublinpubs.com/a-farewell-t...",at://did:plc:bjovrbtmnlckoh6vaalnqjzi/app.bsky.feed.post/3m5byidmt5s2b
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5bsofdjis2u,rdisc0mb0bulate.bsky.social,"My car threw an error message on the way into work. 

I love that for me! 

#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5bsofdjis2u
at://did:plc:jl6cn5yuzpi4tj5vfl7ysfrm/app.bsky.feed.post/3m5bot2sx4s2f,shazbear.bsky.social,#SpeirGorm #Miggeldy,at://did:plc:jl6cn5yuzpi4tj5vfl7ysfrm/app.bsky.feed.post/3m5bot2sx4s2f
at://did:plc:3zrtumskbaikoqc2z3ou3nnc/app.bsky.feed.post/3m5boijy6a22l,shanerazor.bsky.social,"Further (excellent) repost of the ITs original op ed on the Fastway collapse. #speirgorm 

Scapegoating of An Post and charges being made against it lack credibility

www.irishtimes.com/opinion/lett...",at://did:plc:3zrtumskbaikoqc2z3ou3nnc/app.bsky.feed.post/3m5boijy6a22l
